Week of Week Ending Date,Jurisdiction of Occurrence,All Cause
"June 12, 2016",Colorado,694
"June 19, 2016",Colorado,662
"June 26, 2016",Colorado,699
"July 3, 2016",Colorado,670
"July 10, 2016",Colorado,695
"July 17, 2016",Colorado,711
"July 24, 2016",Colorado,714
"July 31, 2016",Colorado,702
"August 7, 2016",Colorado,632
"August 14, 2016",Colorado,671
"August 21, 2016",Colorado,701
"August 28, 2016",Colorado,706
"September 4, 2016",Colorado,697
"September 11, 2016",Colorado,669
"September 18, 2016",Colorado,691
"September 25, 2016",Colorado,696
"October 2, 2016",Colorado,704
"October 9, 2016",Colorado,751
"October 16, 2016",Colorado,720
"October 23, 2016",Colorado,746
"October 30, 2016",Colorado,693
"November 6, 2016",Colorado,696
"November 13, 2016",Colorado,719
"November 20, 2016",Colorado,754
"November 27, 2016",Colorado,739
"December 4, 2016",Colorado,806
"December 11, 2016",Colorado,763
"December 18, 2016",Colorado,745
"December 25, 2016",Colorado,799
"January 1, 2017",Colorado,793
"January 8, 2017",Colorado,840
"January 15, 2017",Colorado,792
"January 22, 2017",Colorado,742
"January 29, 2017",Colorado,782
"February 5, 2017",Colorado,821
"February 12, 2017",Colorado,798
"February 19, 2017",Colorado,822
"February 26, 2017",Colorado,788
"March 5, 2017",Colorado,817
"March 12, 2017",Colorado,796
"March 19, 2017",Colorado,773
"March 26, 2017",Colorado,773
"April 2, 2017",Colorado,772
"April 9, 2017",Colorado,777
"April 16, 2017",Colorado,806
"April 23, 2017",Colorado,732
"April 30, 2017",Colorado,725
"May 7, 2017",Colorado,726
"May 14, 2017",Colorado,705
"May 21, 2017",Colorado,736
"May 28, 2017",Colorado,669
"June 4, 2017",Colorado,694
"June 11, 2017",Colorado,708
"June 18, 2017",Colorado,697
"June 25, 2017",Colorado,675
"July 2, 2017",Colorado,720
"July 9, 2017",Colorado,660
"July 16, 2017",Colorado,659
"July 23, 2017",Colorado,677
"July 30, 2017",Colorado,672
"August 6, 2017",Colorado,682
"August 13, 2017",Colorado,675
"August 20, 2017",Colorado,689
"August 27, 2017",Colorado,697
"September 3, 2017",Colorado,731
"September 10, 2017",Colorado,767
"September 17, 2017",Colorado,705
"September 24, 2017",Colorado,722
"October 1, 2017",Colorado,744
"October 8, 2017",Colorado,761
"October 15, 2017",Colorado,714
"October 22, 2017",Colorado,772
"October 29, 2017",Colorado,735
"November 5, 2017",Colorado,783
"November 12, 2017",Colorado,751
"November 19, 2017",Colorado,743
"November 26, 2017",Colorado,708
"December 3, 2017",Colorado,752
"December 10, 2017",Colorado,757
"December 17, 2017",Colorado,781
"December 24, 2017",Colorado,814
"December 31, 2017",Colorado,867
"January 7, 2018",Colorado,868
"January 14, 2018",Colorado,815
"January 21, 2018",Colorado,845
"January 28, 2018",Colorado,857
"February 4, 2018",Colorado,822
"February 11, 2018",Colorado,821
"February 18, 2018",Colorado,781
"February 25, 2018",Colorado,749
"March 4, 2018",Colorado,782
"March 11, 2018",Colorado,796
"March 18, 2018",Colorado,821
"March 25, 2018",Colorado,737
"April 1, 2018",Colorado,780
"April 8, 2018",Colorado,788
"April 15, 2018",Colorado,752
"April 22, 2018",Colorado,755
"April 29, 2018",Colorado,709
"May 6, 2018",Colorado,793
"May 13, 2018",Colorado,682
"May 20, 2018",Colorado,718
"May 27, 2018",Colorado,709
"June 3, 2018",Colorado,681
"June 10, 2018",Colorado,713
"June 17, 2018",Colorado,699
"June 24, 2018",Colorado,664
"July 1, 2018",Colorado,702
"July 8, 2018",Colorado,711
"July 15, 2018",Colorado,686
"July 22, 2018",Colorado,694
"July 29, 2018",Colorado,699
"August 5, 2018",Colorado,731
"August 12, 2018",Colorado,732
"August 19, 2018",Colorado,739
"August 26, 2018",Colorado,721
"September 2, 2018",Colorado,689
"September 9, 2018",Colorado,707
"September 16, 2018",Colorado,738
"September 23, 2018",Colorado,699
"September 30, 2018",Colorado,760
"October 7, 2018",Colorado,736
"October 14, 2018",Colorado,721
"October 21, 2018",Colorado,769
"October 28, 2018",Colorado,724
"November 4, 2018",Colorado,706
"November 11, 2018",Colorado,767
"November 18, 2018",Colorado,772
"November 25, 2018",Colorado,796
"December 2, 2018",Colorado,731
"December 9, 2018",Colorado,787
"December 16, 2018",Colorado,767
"December 23, 2018",Colorado,765
"December 30, 2018",Colorado,836
"January 6, 2019",Colorado,831
"January 13, 2019",Colorado,827
"January 20, 2019",Colorado,768
"January 27, 2019",Colorado,783
"February 3, 2019",Colorado,794
"February 10, 2019",Colorado,853
"February 17, 2019",Colorado,810
"February 24, 2019",Colorado,812
"March 3, 2019",Colorado,840
"March 10, 2019",Colorado,819
"March 17, 2019",Colorado,809
"March 24, 2019",Colorado,782
"March 31, 2019",Colorado,747
"April 7, 2019",Colorado,804
"April 14, 2019",Colorado,757
"April 21, 2019",Colorado,726
"April 28, 2019",Colorado,781
"May 5, 2019",Colorado,716
"May 12, 2019",Colorado,768
"May 19, 2019",Colorado,801
"May 26, 2019",Colorado,765
"June 2, 2019",Colorado,793
"June 9, 2019",Colorado,714
"June 16, 2019",Colorado,748
"June 23, 2019",Colorado,723
"June 30, 2019",Colorado,740
"July 7, 2019",Colorado,707
"July 14, 2019",Colorado,704
"July 21, 2019",Colorado,713
"July 28, 2019",Colorado,765
"August 4, 2019",Colorado,687
"August 11, 2019",Colorado,701
"August 18, 2019",Colorado,741
"August 25, 2019",Colorado,699
"September 1, 2019",Colorado,774
"September 8, 2019",Colorado,733
"September 15, 2019",Colorado,747
"September 22, 2019",Colorado,712
"September 29, 2019",Colorado,730
"October 6, 2019",Colorado,769
"October 13, 2019",Colorado,817
"October 20, 2019",Colorado,792
"October 27, 2019",Colorado,752
"November 3, 2019",Colorado,788
"November 10, 2019",Colorado,795
"November 17, 2019",Colorado,763
"November 24, 2019",Colorado,739
"December 1, 2019",Colorado,750
"December 8, 2019",Colorado,785
"December 15, 2019",Colorado,807
"December 22, 2019",Colorado,842
"December 29, 2019",Colorado,854
"January 5, 2020",Colorado,873
"January 12, 2020",Colorado,848
"January 19, 2020",Colorado,852
"January 26, 2020",Colorado,792
"February 2, 2020",Colorado,844
"February 9, 2020",Colorado,807
"February 16, 2020",Colorado,880
"February 23, 2020",Colorado,842
"March 1, 2020",Colorado,820
"March 8, 2020",Colorado,818
"March 15, 2020",Colorado,889
"March 22, 2020",Colorado,857
"March 29, 2020",Colorado,965
"April 5, 2020",Colorado,1095
"April 12, 2020",Colorado,1095
"April 19, 2020",Colorado,1053
"April 26, 2020",Colorado,981
"May 3, 2020",Colorado,903
"May 10, 2020",Colorado,881
"May 17, 2020",Colorado,841
"May 24, 2020",Colorado,822
"January 5, 2014",California,5371
"January 12, 2014",California,5522
"January 19, 2014",California,5337
"January 26, 2014",California,5197
"February 2, 2014",California,5186
"February 9, 2014",California,5089
"February 16, 2014",California,4939
"February 23, 2014",California,4759
"March 2, 2014",California,4756
"March 9, 2014",California,4879
"March 16, 2014",California,4836
"March 23, 2014",California,4735
"March 30, 2014",California,4745
"April 6, 2014",California,4825
"April 13, 2014",California,4640
"April 20, 2014",California,4591
"April 27, 2014",California,4733
"May 4, 2014",California,4660
"May 11, 2014",California,4594
"May 18, 2014",California,4458
"May 25, 2014",California,4593
"June 1, 2014",California,4593
"June 8, 2014",California,4520
"June 15, 2014",California,4502
"June 22, 2014",California,4401
"June 29, 2014",California,4648
"July 6, 2014",California,4465
"July 13, 2014",California,4483
"July 20, 2014",California,4456
"July 27, 2014",California,4519
"August 3, 2014",California,4336
"August 10, 2014",California,4529
"August 17, 2014",California,4461
"August 24, 2014",California,4275
"August 31, 2014",California,4572
"September 7, 2014",California,4551
"September 14, 2014",California,4542
"September 21, 2014",California,4403
"September 28, 2014",California,4574
"October 5, 2014",California,4622
"October 12, 2014",California,4496
"October 19, 2014",California,4534
"October 26, 2014",California,4578
"November 2, 2014",California,4684
"November 9, 2014",California,4742
"November 16, 2014",California,4848
"November 23, 2014",California,4862
"November 30, 2014",California,4874
"December 7, 2014",California,4965
"December 14, 2014",California,4901
"December 21, 2014",California,5237
"December 28, 2014",California,5391
"January 4, 2015",California,5812
"January 11, 2015",California,5837
"January 18, 2015",California,5580
"January 25, 2015",California,5691
"February 1, 2015",California,5505
"February 8, 2015",California,5566
"February 15, 2015",California,5436
"February 22, 2015",California,5207
"March 1, 2015",California,5415
"March 8, 2015",California,5289
"March 15, 2015",California,5228
"March 22, 2015",California,4858
"March 29, 2015",California,4759
"April 5, 2015",California,5082
"April 12, 2015",California,5003
"April 19, 2015",California,5047
"April 26, 2015",California,5035
"May 3, 2015",California,4803
"May 10, 2015",California,4760
"May 17, 2015",California,4726
"May 24, 2015",California,4965
"May 31, 2015",California,4796
"June 7, 2015",California,4811
"June 14, 2015",California,4790
"June 21, 2015",California,4677
"June 28, 2015",California,4725
"July 5, 2015",California,4413
"July 12, 2015",California,4653
"July 19, 2015",California,4628
"July 26, 2015",California,4742
"August 2, 2015",California,4556
"August 9, 2015",California,4574
"August 16, 2015",California,4649
"August 23, 2015",California,4740
"August 30, 2015",California,4640
"September 6, 2015",California,4835
"September 13, 2015",California,4711
"September 20, 2015",California,4605
"September 27, 2015",California,4568
"October 4, 2015",California,4780
"October 11, 2015",California,4829
"October 18, 2015",California,4578
"October 25, 2015",California,4655
"November 1, 2015",California,4779
"November 8, 2015",California,5005
"November 15, 2015",California,5246
"November 22, 2015",California,5057
"November 29, 2015",California,5191
"December 6, 2015",California,5309
"December 13, 2015",California,5314
"December 20, 2015",California,5427
"December 27, 2015",California,5545
"January 3, 2016",California,5775
"January 10, 2016",California,5627
"January 17, 2016",California,5377
"January 24, 2016",California,5234
"January 31, 2016",California,5387
"February 7, 2016",California,5601
"February 14, 2016",California,5610
"February 21, 2016",California,5515
"February 28, 2016",California,5540
"March 6, 2016",California,5293
"March 13, 2016",California,5489
"March 20, 2016",California,5256
"March 27, 2016",California,5169
"April 3, 2016",California,5194
"April 10, 2016",California,5161
"April 17, 2016",California,4920
"April 24, 2016",California,4897
"May 1, 2016",California,4963
"May 8, 2016",California,4821
"May 15, 2016",California,4688
"May 22, 2016",California,4782
"May 29, 2016",California,4833
"June 5, 2016",California,4601
"June 12, 2016",California,4611
"June 19, 2016",California,4821
"June 26, 2016",California,4858
"July 3, 2016",California,4592
"July 10, 2016",California,4585
"July 17, 2016",California,4732
"July 24, 2016",California,4713
"July 31, 2016",California,4738
"August 7, 2016",California,4530
"August 14, 2016",California,4603
"August 21, 2016",California,4742
"August 28, 2016",California,4706
"September 4, 2016",California,4694
"September 11, 2016",California,4723
"September 18, 2016",California,4809
"September 25, 2016",California,4810
"October 2, 2016",California,4867
"October 9, 2016",California,4888
"October 16, 2016",California,4853
"October 23, 2016",California,4897
"October 30, 2016",California,4794
"November 6, 2016",California,4891
"November 13, 2016",California,4829
"November 20, 2016",California,4972
"November 27, 2016",California,5297
"December 4, 2016",California,5531
"December 11, 2016",California,5371
"December 18, 2016",California,5546
"December 25, 2016",California,5785
"January 1, 2017",California,6061
"January 8, 2017",California,6267
"January 15, 2017",California,5978
"January 22, 2017",California,5747
"January 29, 2017",California,5970
"February 5, 2017",California,5710
"February 12, 2017",California,5621
"February 19, 2017",California,5347
"February 26, 2017",California,5539
"March 5, 2017",California,5432
"March 12, 2017",California,5386
"March 19, 2017",California,5156
"March 26, 2017",California,5166
"April 2, 2017",California,5194
"April 9, 2017",California,5121
"April 16, 2017",California,5072
"April 23, 2017",California,5269
"April 30, 2017",California,5226
"May 7, 2017",California,4892
"May 14, 2017",California,5059
"May 21, 2017",California,4846
"May 28, 2017",California,4890
"June 4, 2017",California,4849
"June 11, 2017",California,4913
"June 18, 2017",California,5147
"June 25, 2017",California,4849
"July 2, 2017",California,4913
"July 9, 2017",California,4746
"July 16, 2017",California,4781
"July 23, 2017",California,4636
"July 30, 2017",California,4828
"August 6, 2017",California,4683
"August 13, 2017",California,4611
"August 20, 2017",California,4512
"August 27, 2017",California,5017
"September 3, 2017",California,4998
"September 10, 2017",California,4707
"September 17, 2017",California,4763
"September 24, 2017",California,5002
"October 1, 2017",California,4814
"October 8, 2017",California,4936
"October 15, 2017",California,4992
"October 22, 2017",California,4963
"October 29, 2017",California,4926
"November 5, 2017",California,4900
"November 12, 2017",California,4840
"November 19, 2017",California,5059
"November 26, 2017",California,4957
"December 3, 2017",California,5289
"December 10, 2017",California,5469
"December 17, 2017",California,5792
"December 24, 2017",California,6555
"December 31, 2017",California,7042
"January 7, 2018",California,6862
"January 14, 2018",California,6342
"January 21, 2018",California,5845
"January 28, 2018",California,5981
"February 4, 2018",California,5567
"February 11, 2018",California,5627
"February 18, 2018",California,5692
"February 25, 2018",California,5731
"March 4, 2018",California,5923
"March 11, 2018",California,5686
"March 18, 2018",California,5486
"March 25, 2018",California,5372
"April 1, 2018",California,5279
"April 8, 2018",California,5090
"April 15, 2018",California,4996
"April 22, 2018",California,5139
"April 29, 2018",California,4968
"May 6, 2018",California,4946
"May 13, 2018",California,4696
"May 20, 2018",California,4845
"May 27, 2018",California,4935
"June 3, 2018",California,5039
"June 10, 2018",California,4804
"June 17, 2018",California,4881
"June 24, 2018",California,4757
"July 1, 2018",California,4810
"July 8, 2018",California,4991
"July 15, 2018",California,4723
"July 22, 2018",California,4783
"July 29, 2018",California,4713
"August 5, 2018",California,4803
"August 12, 2018",California,4803
"August 19, 2018",California,4761
"August 26, 2018",California,4685
"September 2, 2018",California,4635
"September 9, 2018",California,4674
"September 16, 2018",California,4848
"September 23, 2018",California,4807
"September 30, 2018",California,4771
"October 7, 2018",California,4731
"October 14, 2018",California,4846
"October 21, 2018",California,4882
"October 28, 2018",California,4923
"November 4, 2018",California,5057
"November 11, 2018",California,5049
"November 18, 2018",California,5278
"November 25, 2018",California,5083
"December 2, 2018",California,5356
"December 9, 2018",California,5278
"December 16, 2018",California,5310
"December 23, 2018",California,5398
"December 30, 2018",California,5692
"January 6, 2019",California,5780
"January 13, 2019",California,5654
"January 20, 2019",California,5519
"January 27, 2019",California,5467
"February 3, 2019",California,5603
"February 10, 2019",California,5644
"February 17, 2019",California,5818
"February 24, 2019",California,5867
"March 3, 2019",California,5677
"March 10, 2019",California,5590
"March 17, 2019",California,5531
"March 24, 2019",California,5511
"March 31, 2019",California,5480
"April 7, 2019",California,5215
"April 14, 2019",California,5200
"April 21, 2019",California,5088
"April 28, 2019",California,5029
"May 5, 2019",California,5019
"May 12, 2019",California,5062
"May 19, 2019",California,5136
"May 26, 2019",California,5033
"June 2, 2019",California,5113
"June 9, 2019",California,5183
"June 16, 2019",California,4914
"June 23, 2019",California,4849
"June 30, 2019",California,4912
"July 7, 2019",California,4819
"July 14, 2019",California,4714
"July 21, 2019",California,5001
"July 28, 2019",California,4641
"August 4, 2019",California,4763
"August 11, 2019",California,4701
"August 18, 2019",California,4765
"August 25, 2019",California,4799
"September 1, 2019",California,4846
"September 8, 2019",California,4850
"September 15, 2019",California,4813
"September 22, 2019",California,4832
"September 29, 2019",California,4966
"October 6, 2019",California,4923
"October 13, 2019",California,5065
"October 20, 2019",California,5098
"October 27, 2019",California,5134
"November 3, 2019",California,5303
"November 10, 2019",California,5123
"November 17, 2019",California,5162
"November 24, 2019",California,5181
"December 1, 2019",California,5521
"December 8, 2019",California,5376
"December 15, 2019",California,5398
"December 22, 2019",California,5567
"December 29, 2019",California,5887
"January 5, 2020",California,5865
"January 12, 2020",California,5825
"January 19, 2020",California,5824
"January 26, 2020",California,5677
"February 2, 2020",California,5905
"February 9, 2020",California,5580
"February 16, 2020",California,5795
"February 23, 2020",California,5674
"March 1, 2020",California,5722
"March 8, 2020",California,5454
"March 15, 2020",California,5666
"March 22, 2020",California,5676
"March 29, 2020",California,5959
"April 5, 2020",California,6022
"April 12, 2020",California,6100
"April 19, 2020",California,5856
"April 26, 2020",California,5686
"May 3, 2020",California,5627
"May 10, 2020",California,5645
"May 17, 2020",California,5470
"May 24, 2020",California,5493
"January 5, 2014",Arkansas,642
"January 12, 2014",Arkansas,626
"January 19, 2014",Arkansas,649
"January 26, 2014",Arkansas,641
"February 2, 2014",Arkansas,610
"February 9, 2014",Arkansas,651
"February 16, 2014",Arkansas,598
"February 23, 2014",Arkansas,626
"March 2, 2014",Arkansas,634
"March 9, 2014",Arkansas,558
"March 16, 2014",Arkansas,594
"March 23, 2014",Arkansas,564
"March 30, 2014",Arkansas,586
"April 6, 2014",Arkansas,578
"April 13, 2014",Arkansas,552
"April 20, 2014",Arkansas,583
"April 27, 2014",Arkansas,544
"May 4, 2014",Arkansas,550
"May 11, 2014",Arkansas,536
"May 18, 2014",Arkansas,509
"May 25, 2014",Arkansas,577
"June 1, 2014",Arkansas,506
"June 8, 2014",Arkansas,549
"June 15, 2014",Arkansas,500
"June 22, 2014",Arkansas,528
"June 29, 2014",Arkansas,563
"July 6, 2014",Arkansas,537
"July 13, 2014",Arkansas,565
"July 20, 2014",Arkansas,509
"July 27, 2014",Arkansas,566
"August 3, 2014",Arkansas,557
"August 10, 2014",Arkansas,500
"August 17, 2014",Arkansas,518
"August 24, 2014",Arkansas,532
"August 31, 2014",Arkansas,497
"September 7, 2014",Arkansas,509
"September 14, 2014",Arkansas,531
"September 21, 2014",Arkansas,577
"September 28, 2014",Arkansas,522
"October 5, 2014",Arkansas,550
"October 12, 2014",Arkansas,558
"October 19, 2014",Arkansas,584
"October 26, 2014",Arkansas,572
"November 2, 2014",Arkansas,537
"November 9, 2014",Arkansas,567
"November 16, 2014",Arkansas,610
"November 23, 2014",Arkansas,571
"November 30, 2014",Arkansas,614
"December 7, 2014",Arkansas,574
"December 14, 2014",Arkansas,606
"December 21, 2014",Arkansas,602
"December 28, 2014",Arkansas,633
"January 4, 2015",Arkansas,746
"January 11, 2015",Arkansas,669
"January 18, 2015",Arkansas,682
"January 25, 2015",Arkansas,685
"February 1, 2015",Arkansas,717
"February 8, 2015",Arkansas,669
"February 15, 2015",Arkansas,616
"February 22, 2015",Arkansas,708
"March 1, 2015",Arkansas,669
"March 8, 2015",Arkansas,641
"March 15, 2015",Arkansas,571
"March 22, 2015",Arkansas,566
"March 29, 2015",Arkansas,588
"April 5, 2015",Arkansas,590
"April 12, 2015",Arkansas,570
"April 19, 2015",Arkansas,559
"April 26, 2015",Arkansas,616
"May 3, 2015",Arkansas,592
"May 10, 2015",Arkansas,574
"May 17, 2015",Arkansas,601
"May 24, 2015",Arkansas,591
"May 31, 2015",Arkansas,572
"June 7, 2015",Arkansas,561
"June 14, 2015",Arkansas,574
"June 21, 2015",Arkansas,527
"June 28, 2015",Arkansas,563
"July 5, 2015",Arkansas,510
"July 12, 2015",Arkansas,536
"July 19, 2015",Arkansas,600
"July 26, 2015",Arkansas,522
"August 2, 2015",Arkansas,593
"August 9, 2015",Arkansas,583
"August 16, 2015",Arkansas,576
"August 23, 2015",Arkansas,548
"August 30, 2015",Arkansas,549
"September 6, 2015",Arkansas,573
"September 13, 2015",Arkansas,540
"September 20, 2015",Arkansas,528
"September 27, 2015",Arkansas,582
"October 4, 2015",Arkansas,564
"October 11, 2015",Arkansas,554
"October 18, 2015",Arkansas,582
"October 25, 2015",Arkansas,631
"November 1, 2015",Arkansas,535
"November 8, 2015",Arkansas,596
"November 15, 2015",Arkansas,583
"November 22, 2015",Arkansas,597
"November 29, 2015",Arkansas,593
"December 6, 2015",Arkansas,616
"December 13, 2015",Arkansas,577
"December 20, 2015",Arkansas,604
"December 27, 2015",Arkansas,559
"January 3, 2016",Arkansas,640
"January 10, 2016",Arkansas,629
"January 17, 2016",Arkansas,571
"January 24, 2016",Arkansas,624
"January 31, 2016",Arkansas,605
"February 7, 2016",Arkansas,615
"February 14, 2016",Arkansas,588
"February 21, 2016",Arkansas,627
"February 28, 2016",Arkansas,588
"March 6, 2016",Arkansas,588
"March 13, 2016",Arkansas,635
"March 20, 2016",Arkansas,583
"March 27, 2016",Arkansas,660
"April 3, 2016",Arkansas,603
"April 10, 2016",Arkansas,605
"April 17, 2016",Arkansas,604
"April 24, 2016",Arkansas,566
"May 1, 2016",Arkansas,553
"May 8, 2016",Arkansas,550
"May 15, 2016",Arkansas,599
"May 22, 2016",Arkansas,553
"May 29, 2016",Arkansas,586
"June 5, 2016",Arkansas,595
"June 12, 2016",Arkansas,531
"June 19, 2016",Arkansas,561
"June 26, 2016",Arkansas,577
"July 3, 2016",Arkansas,597
"July 10, 2016",Arkansas,609
"July 17, 2016",Arkansas,566
"July 24, 2016",Arkansas,553
"July 31, 2016",Arkansas,537
"August 7, 2016",Arkansas,551
"August 14, 2016",Arkansas,566
"August 21, 2016",Arkansas,558
"August 28, 2016",Arkansas,539
"September 4, 2016",Arkansas,629
"September 11, 2016",Arkansas,564
"September 18, 2016",Arkansas,548
"September 25, 2016",Arkansas,517
"October 2, 2016",Arkansas,570
"October 9, 2016",Arkansas,571
"October 16, 2016",Arkansas,548
"October 23, 2016",Arkansas,601
"October 30, 2016",Arkansas,608
"November 6, 2016",Arkansas,637
"November 13, 2016",Arkansas,604
"November 20, 2016",Arkansas,638
"November 27, 2016",Arkansas,617
"December 4, 2016",Arkansas,639
"December 11, 2016",Arkansas,703
"December 18, 2016",Arkansas,655
"December 25, 2016",Arkansas,699
"January 1, 2017",Arkansas,651
"January 8, 2017",Arkansas,658
"January 15, 2017",Arkansas,657
"January 22, 2017",Arkansas,579
"January 29, 2017",Arkansas,614
"February 5, 2017",Arkansas,626
"February 12, 2017",Arkansas,648
"February 19, 2017",Arkansas,657
"February 26, 2017",Arkansas,662
"March 5, 2017",Arkansas,635
"March 12, 2017",Arkansas,643
"March 19, 2017",Arkansas,636
"March 26, 2017",Arkansas,640
"April 2, 2017",Arkansas,609
"April 9, 2017",Arkansas,634
"April 16, 2017",Arkansas,604
"April 23, 2017",Arkansas,607
"April 30, 2017",Arkansas,590
"May 7, 2017",Arkansas,600
"May 14, 2017",Arkansas,608
"May 21, 2017",Arkansas,568
"May 28, 2017",Arkansas,569
"June 4, 2017",Arkansas,565
"June 11, 2017",Arkansas,601
"June 18, 2017",Arkansas,604
"June 25, 2017",Arkansas,582
"July 2, 2017",Arkansas,605
"July 9, 2017",Arkansas,583
"July 16, 2017",Arkansas,565
"July 23, 2017",Arkansas,582
"July 30, 2017",Arkansas,526
"August 6, 2017",Arkansas,589
"August 13, 2017",Arkansas,571
"August 20, 2017",Arkansas,559
"August 27, 2017",Arkansas,550
"September 3, 2017",Arkansas,583
"September 10, 2017",Arkansas,611
"September 17, 2017",Arkansas,577
"September 24, 2017",Arkansas,614
"October 1, 2017",Arkansas,563
"October 8, 2017",Arkansas,536
"October 15, 2017",Arkansas,565
"October 22, 2017",Arkansas,609
"October 29, 2017",Arkansas,609
"November 5, 2017",Arkansas,589
"November 12, 2017",Arkansas,624
"November 19, 2017",Arkansas,606
"November 26, 2017",Arkansas,615
"December 3, 2017",Arkansas,700
"December 10, 2017",Arkansas,711
"December 17, 2017",Arkansas,696
"December 24, 2017",Arkansas,733
"December 31, 2017",Arkansas,734
"January 7, 2018",Arkansas,763
"January 14, 2018",Arkansas,761
"January 21, 2018",Arkansas,736
"January 28, 2018",Arkansas,667
"February 4, 2018",Arkansas,680
"February 11, 2018",Arkansas,674
"February 18, 2018",Arkansas,671
"February 25, 2018",Arkansas,611
"March 4, 2018",Arkansas,652
"March 11, 2018",Arkansas,583
"March 18, 2018",Arkansas,578
"March 25, 2018",Arkansas,592
"April 1, 2018",Arkansas,576
"April 8, 2018",Arkansas,619
"April 15, 2018",Arkansas,541
"April 22, 2018",Arkansas,580
"April 29, 2018",Arkansas,625
"May 6, 2018",Arkansas,627
"May 13, 2018",Arkansas,575
"May 20, 2018",Arkansas,582
"May 27, 2018",Arkansas,608
"June 3, 2018",Arkansas,573
"June 10, 2018",Arkansas,603
"June 17, 2018",Arkansas,547
"June 24, 2018",Arkansas,570
"July 1, 2018",Arkansas,568
"July 8, 2018",Arkansas,586
"July 15, 2018",Arkansas,595
"July 22, 2018",Arkansas,534
"July 29, 2018",Arkansas,548
"August 5, 2018",Arkansas,556
"August 12, 2018",Arkansas,561
"August 19, 2018",Arkansas,561
"August 26, 2018",Arkansas,568
"September 2, 2018",Arkansas,577
"September 9, 2018",Arkansas,597
"September 16, 2018",Arkansas,586
"September 23, 2018",Arkansas,554
"September 30, 2018",Arkansas,559
"October 7, 2018",Arkansas,565
"October 14, 2018",Arkansas,577
"October 21, 2018",Arkansas,654
"October 28, 2018",Arkansas,615
"November 4, 2018",Arkansas,583
"November 11, 2018",Arkansas,639
"November 18, 2018",Arkansas,632
"November 25, 2018",Arkansas,635
"December 2, 2018",Arkansas,602
"December 9, 2018",Arkansas,661
"December 16, 2018",Arkansas,652
"December 23, 2018",Arkansas,668
"December 30, 2018",Arkansas,692
"January 6, 2019",Arkansas,601
"January 13, 2019",Arkansas,661
"January 20, 2019",Arkansas,650
"January 27, 2019",Arkansas,671
"February 3, 2019",Arkansas,665
"February 10, 2019",Arkansas,695
"February 17, 2019",Arkansas,723
"February 24, 2019",Arkansas,643
"March 3, 2019",Arkansas,686
"March 10, 2019",Arkansas,703
"March 17, 2019",Arkansas,671
"March 24, 2019",Arkansas,660
"March 31, 2019",Arkansas,645
"April 7, 2019",Arkansas,645
"April 14, 2019",Arkansas,616
"April 21, 2019",Arkansas,586
"April 28, 2019",Arkansas,588
"May 5, 2019",Arkansas,567
"May 12, 2019",Arkansas,607
"May 19, 2019",Arkansas,630
"May 26, 2019",Arkansas,565
"June 2, 2019",Arkansas,573
"June 9, 2019",Arkansas,635
"June 16, 2019",Arkansas,554
"June 23, 2019",Arkansas,564
"June 30, 2019",Arkansas,582
"July 7, 2019",Arkansas,580
"July 14, 2019",Arkansas,580
"July 21, 2019",Arkansas,539
"July 28, 2019",Arkansas,557
"August 4, 2019",Arkansas,592
"August 11, 2019",Arkansas,574
"August 18, 2019",Arkansas,587
"August 25, 2019",Arkansas,557
"September 1, 2019",Arkansas,528
"September 8, 2019",Arkansas,638
"September 15, 2019",Arkansas,601
"September 22, 2019",Arkansas,598
"September 29, 2019",Arkansas,564
"October 6, 2019",Arkansas,590
"October 13, 2019",Arkansas,610
"October 20, 2019",Arkansas,618
"October 27, 2019",Arkansas,595
"November 3, 2019",Arkansas,632
"November 10, 2019",Arkansas,671
"November 17, 2019",Arkansas,643
"November 24, 2019",Arkansas,664
"December 1, 2019",Arkansas,617
"December 8, 2019",Arkansas,660
"December 15, 2019",Arkansas,613
"December 22, 2019",Arkansas,706
"December 29, 2019",Arkansas,673
"January 5, 2020",Arkansas,685
"January 12, 2020",Arkansas,657
"January 19, 2020",Arkansas,617
"January 26, 2020",Arkansas,678
"February 2, 2020",Arkansas,672
"February 9, 2020",Arkansas,688
"February 16, 2020",Arkansas,695
"February 23, 2020",Arkansas,656
"March 1, 2020",Arkansas,695
"March 8, 2020",Arkansas,627
"March 15, 2020",Arkansas,634
"March 22, 2020",Arkansas,638
"March 29, 2020",Arkansas,607
"April 5, 2020",Arkansas,633
"April 12, 2020",Arkansas,634
"April 19, 2020",Arkansas,609
"April 26, 2020",Arkansas,623
"May 3, 2020",Arkansas,655
"May 10, 2020",Arkansas,575
"May 17, 2020",Arkansas,633
"May 24, 2020",Arkansas,598
"January 5, 2014",Arizona,1035
"January 12, 2014",Arizona,1152
"January 19, 2014",Arizona,1172
"January 26, 2014",Arizona,1132
"February 2, 2014",Arizona,1147
"February 9, 2014",Arizona,1070
"February 16, 2014",Arizona,1096
"February 23, 2014",Arizona,1078
"March 2, 2014",Arizona,979
"March 9, 2014",Arizona,1045
"March 16, 2014",Arizona,1021
"March 23, 2014",Arizona,1046
"March 30, 2014",Arizona,1002
"April 6, 2014",Arizona,1041
"April 13, 2014",Arizona,1079
"April 20, 2014",Arizona,999
"April 27, 2014",Arizona,1042
